Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Price / United States,Compare At Price / United States,Included / International,Price / International,Compare At Price / International,Status,location,On hand (new),On hand (current)
3661842471501,Nappe Adour Rouge - 100% Coton Bio - ARTIGA,"<p>Chez La Gustothèque, nous sélectionnons des pièces qui racontent une histoire et subliment votre quotidien. La nappe Adour Rouge est l'une de ces créations, alliant l'élégance méditerranéenne à un savoir-faire français d'exception.</p><p>Conçue pour apporter une touche de vitalité et de raffinement à vos repas, cette nappe en 100% coton bio se distingue par sa robustesse et sa douceur naturelle. Ses rayures intemporelles, inspirées par la Riviera italienne, évoquent les journées ensoleillées et la convivialité des tables du Sud.</p><p><strong>Bénéfices pour votre table :</strong></p><ul><li><strong>Composition de choix :</strong> 100% coton bio pour une douceur incomparable et une grande résistance, respectueuse de l'environnement.</li><li><strong>Inspiration méditerranéenne :</strong> Des rayures élégantes qui évoquent la beauté intemporelle de la Riviera italienne.</li><li><strong>Fabrication française :</strong> Tissée et confectionnée avec soin dans un atelier du Sud-Ouest, gage d'authenticité et de qualité.</li><li><strong>Polyvalence des dimensions :</strong> Idéale pour les tables accueillant de 4 à 12 couverts, s'adaptant à vos besoins.</li><li><strong>Entretien simplifié :</strong> Une nappe lavable en machine et conçue pour résister à l'usage quotidien, conservant son éclat.</li></ul><p>Un choix parfait pour ceux qui recherchent la qualité, l'esthétique et la durabilité, valeurs chères à La Gustothèque.</p><h3>Le conseil de La Gustothèque</h3><p>Pour un ensemble harmonieux, n'hésitez pas à l'associer à des serviettes ou sets de table aux coloris assortis, créant ainsi une ambiance chaleureuse et cohérente pour vos convives, digne des plus belles tablées estivales.</p>",,,,"nappe, linge de table, coton bio, adour, rouge, rayures, fabrication française, sud ouest, table 160cm, artiga, Lagustothèque",,,,,,,,,,,,,,,,,,,https://www.artiga.fr/8265-medium_default/nappe-en-coton-adour-rouge.jpg,4,"Nappe en coton bio Adour rouge à rayures, posée sur une table pour un repas élégant",,Nappe Coton Bio Adour Rouge 160cm - Linge de Table Français ARTIGA,"Découvrez la nappe en coton bio Adour Rouge de La Gustothèque. Inspirée de la Riviera italienne, fabriquée en France. Douce, robuste, facile d'entretien et disponible en 160 cm, elle est idéale pour 4-6 couverts. Apportez l'élégance méditerranéenne à votre table avec cette pièce de qualité.",4143,,,,,,,,,,,,,,,,,,,
3661842471501,Nappe Adour Rouge - 100% Coton Bio - ARTIGA,"<p>Chez La Gustothèque, nous sélectionnons des pièces qui racontent une histoire et subliment votre quotidien. La nappe Adour Rouge est l'une de ces créations, alliant l'élégance méditerranéenne à un savoir-faire français d'exception.</p><p>Conçue pour apporter une touche de vitalité et de raffinement à vos repas, cette nappe en 100% coton bio se distingue par sa robustesse et sa douceur naturelle. Ses rayures intemporelles, inspirées par la Riviera italienne, évoquent les journées ensoleillées et la convivialité des tables du Sud.</p><p><strong>Bénéfices pour votre table :</strong></p><ul><li><strong>Composition de choix :</strong> 100% coton bio pour une douceur incomparable et une grande résistance, respectueuse de l'environnement.</li><li><strong>Inspiration méditerranéenne :</strong> Des rayures élégantes qui évoquent la beauté intemporelle de la Riviera italienne.</li><li><strong>Fabrication française :</strong> Tissée et confectionnée avec soin dans un atelier du Sud-Ouest, gage d'authenticité et de qualité.</li><li><strong>Polyvalence des dimensions :</strong> Idéale pour les tables accueillant de 4 à 12 couverts, s'adaptant à vos besoins.</li><li><strong>Entretien simplifié :</strong> Une nappe lavable en machine et conçue pour résister à l'usage quotidien, conservant son éclat.</li></ul><p>Un choix parfait pour ceux qui recherchent la qualité, l'esthétique et la durabilité, valeurs chères à La Gustothèque.</p><h3>Le conseil de La Gustothèque</h3><p>Pour un ensemble harmonieux, n'hésitez pas à l'associer à des serviettes ou sets de table aux coloris assortis, créant ainsi une ambiance chaleureuse et cohérente pour vos convives, digne des plus belles tablées estivales.</p>",ARTIGA,,TABLE,"nappe, linge de table, coton bio, adour, rouge, rayures, fabrication française, sud ouest, table 160cm, artiga, Lagustothèque",TRUE,Taille,200 cm,,,,,ADOUN160_1474_200CM,,shopify,0,deny,manual,115.00,,TRUE,TRUE,3661842471563,,,"Nappe en coton bio Adour rouge à rayures, posée sur une table pour un repas élégant",FALSE,Nappe Coton Bio Adour Rouge 160cm - Linge de Table Français ARTIGA,"Découvrez la nappe en coton bio Adour Rouge de La Gustothèque. Inspirée de la Riviera italienne, fabriquée en France. Douce, robuste, facile d'entretien et disponible en 160 cm, elle est idéale pour 4-6 couverts. Apportez l'élégance méditerranéenne à votre table avec cette pièce de qualité.",4143,,,,,,,kg,,,,,,,,,active,La Gustothèque,0,
3661842471501,Nappe Adour Rouge - 100% Coton Bio - ARTIGA,"<p>Chez La Gustothèque, nous sélectionnons des pièces qui racontent une histoire et subliment votre quotidien. La nappe Adour Rouge est l'une de ces créations, alliant l'élégance méditerranéenne à un savoir-faire français d'exception.</p><p>Conçue pour apporter une touche de vitalité et de raffinement à vos repas, cette nappe en 100% coton bio se distingue par sa robustesse et sa douceur naturelle. Ses rayures intemporelles, inspirées par la Riviera italienne, évoquent les journées ensoleillées et la convivialité des tables du Sud.</p><p><strong>Bénéfices pour votre table :</strong></p><ul><li><strong>Composition de choix :</strong> 100% coton bio pour une douceur incomparable et une grande résistance, respectueuse de l'environnement.</li><li><strong>Inspiration méditerranéenne :</strong> Des rayures élégantes qui évoquent la beauté intemporelle de la Riviera italienne.</li><li><strong>Fabrication française :</strong> Tissée et confectionnée avec soin dans un atelier du Sud-Ouest, gage d'authenticité et de qualité.</li><li><strong>Polyvalence des dimensions :</strong> Idéale pour les tables accueillant de 4 à 12 couverts, s'adaptant à vos besoins.</li><li><strong>Entretien simplifié :</strong> Une nappe lavable en machine et conçue pour résister à l'usage quotidien, conservant son éclat.</li></ul><p>Un choix parfait pour ceux qui recherchent la qualité, l'esthétique et la durabilité, valeurs chères à La Gustothèque.</p><h3>Le conseil de La Gustothèque</h3><p>Pour un ensemble harmonieux, n'hésitez pas à l'associer à des serviettes ou sets de table aux coloris assortis, créant ainsi une ambiance chaleureuse et cohérente pour vos convives, digne des plus belles tablées estivales.</p>",ARTIGA,,TABLE,"nappe, linge de table, coton bio, adour, rouge, rayures, fabrication française, sud ouest, table 160cm, artiga, Lagustothèque",TRUE,Taille,250 cm,,,,,ADOUN160_1474_250CM,,shopify,0,deny,manual,135.00,,TRUE,TRUE,3661842471594,,,"Nappe en coton bio Adour rouge à rayures, posée sur une table pour un repas élégant",FALSE,Nappe Coton Bio Adour Rouge 160cm - Linge de Table Français ARTIGA,"Découvrez la nappe en coton bio Adour Rouge de La Gustothèque. Inspirée de la Riviera italienne, fabriquée en France. Douce, robuste, facile d'entretien et disponible en 160 cm, elle est idéale pour 4-6 couverts. Apportez l'élégance méditerranéenne à votre table avec cette pièce de qualité.",4143,,,,,,,kg,,,,,,,,,active,La Gustothèque,0,
3661842471501,Nappe Adour Rouge - 100% Coton Bio - ARTIGA,"<p>Chez La Gustothèque, nous sélectionnons des pièces qui racontent une histoire et subliment votre quotidien. La nappe Adour Rouge est l'une de ces créations, alliant l'élégance méditerranéenne à un savoir-faire français d'exception.</p><p>Conçue pour apporter une touche de vitalité et de raffinement à vos repas, cette nappe en 100% coton bio se distingue par sa robustesse et sa douceur naturelle. Ses rayures intemporelles, inspirées par la Riviera italienne, évoquent les journées ensoleillées et la convivialité des tables du Sud.</p><p><strong>Bénéfices pour votre table :</strong></p><ul><li><strong>Composition de choix :</strong> 100% coton bio pour une douceur incomparable et une grande résistance, respectueuse de l'environnement.</li><li><strong>Inspiration méditerranéenne :</strong> Des rayures élégantes qui évoquent la beauté intemporelle de la Riviera italienne.</li><li><strong>Fabrication française :</strong> Tissée et confectionnée avec soin dans un atelier du Sud-Ouest, gage d'authenticité et de qualité.</li><li><strong>Polyvalence des dimensions :</strong> Idéale pour les tables accueillant de 4 à 12 couverts, s'adaptant à vos besoins.</li><li><strong>Entretien simplifié :</strong> Une nappe lavable en machine et conçue pour résister à l'usage quotidien, conservant son éclat.</li></ul><p>Un choix parfait pour ceux qui recherchent la qualité, l'esthétique et la durabilité, valeurs chères à La Gustothèque.</p><h3>Le conseil de La Gustothèque</h3><p>Pour un ensemble harmonieux, n'hésitez pas à l'associer à des serviettes ou sets de table aux coloris assortis, créant ainsi une ambiance chaleureuse et cohérente pour vos convives, digne des plus belles tablées estivales.</p>",ARTIGA,,TABLE,"nappe, linge de table, coton bio, adour, rouge, rayures, fabrication française, sud ouest, table 160cm, artiga, Lagustothèque",TRUE,Taille,300 cm,,,,,ADOUN160_1474_300CM,,shopify,0,deny,manual,159.00,,TRUE,TRUE,3661842471655,,,"Nappe en coton bio Adour rouge à rayures, posée sur une table pour un repas élégant",FALSE,Nappe Coton Bio Adour Rouge 160cm - Linge de Table Français ARTIGA,"Découvrez la nappe en coton bio Adour Rouge de La Gustothèque. Inspirée de la Riviera italienne, fabriquée en France. Douce, robuste, facile d'entretien et disponible en 160 cm, elle est idéale pour 4-6 couverts. Apportez l'élégance méditerranéenne à votre table avec cette pièce de qualité.",4143,,,,,,,kg,,,,,,,,,active,La Gustothèque,0,
3661842471501,Nappe Adour Rouge - 100% Coton Bio - ARTIGA,"<p>Chez La Gustothèque, nous sélectionnons des pièces qui racontent une histoire et subliment votre quotidien. La nappe Adour Rouge est l'une de ces créations, alliant l'élégance méditerranéenne à un savoir-faire français d'exception.</p><p>Conçue pour apporter une touche de vitalité et de raffinement à vos repas, cette nappe en 100% coton bio se distingue par sa robustesse et sa douceur naturelle. Ses rayures intemporelles, inspirées par la Riviera italienne, évoquent les journées ensoleillées et la convivialité des tables du Sud.</p><p><strong>Bénéfices pour votre table :</strong></p><ul><li><strong>Composition de choix :</strong> 100% coton bio pour une douceur incomparable et une grande résistance, respectueuse de l'environnement.</li><li><strong>Inspiration méditerranéenne :</strong> Des rayures élégantes qui évoquent la beauté intemporelle de la Riviera italienne.</li><li><strong>Fabrication française :</strong> Tissée et confectionnée avec soin dans un atelier du Sud-Ouest, gage d'authenticité et de qualité.</li><li><strong>Polyvalence des dimensions :</strong> Idéale pour les tables accueillant de 4 à 12 couverts, s'adaptant à vos besoins.</li><li><strong>Entretien simplifié :</strong> Une nappe lavable en machine et conçue pour résister à l'usage quotidien, conservant son éclat.</li></ul><p>Un choix parfait pour ceux qui recherchent la qualité, l'esthétique et la durabilité, valeurs chères à La Gustothèque.</p><h3>Le conseil de La Gustothèque</h3><p>Pour un ensemble harmonieux, n'hésitez pas à l'associer à des serviettes ou sets de table aux coloris assortis, créant ainsi une ambiance chaleureuse et cohérente pour vos convives, digne des plus belles tablées estivales.</p>",ARTIGA,,TABLE,"nappe, linge de table, coton bio, adour, rouge, rayures, fabrication française, sud ouest, table 160cm, artiga, Lagustothèque",TRUE,Taille,350 cm,,,,,ADOUN160_1474_350CM,,shopify,0,deny,manual,185.00,,TRUE,TRUE,3661842471716,,,"Nappe en coton bio Adour rouge à rayures, posée sur une table pour un repas élégant",FALSE,Nappe Coton Bio Adour Rouge 160cm - Linge de Table Français ARTIGA,"Découvrez la nappe en coton bio Adour Rouge de La Gustothèque. Inspirée de la Riviera italienne, fabriquée en France. Douce, robuste, facile d'entretien et disponible en 160 cm, elle est idéale pour 4-6 couverts. Apportez l'élégance méditerranéenne à votre table avec cette pièce de qualité.",4143,,,,,,,kg,,,,,,,,,active,La Gustothèque,0,
3661842475622,Nappe Argelos - Collection Automne-Hiver - ARTIGA,"<p>Chaque pièce choisie par La Gustothèque est le fruit d'une recherche d'excellence et d'un coup de cœur. La nappe Argelos, issue d'une collection capsule exclusive, incarne parfaitement cet esprit, apportant un caractère unique à votre table.</p><p>Cette nappe en coton pur, fruit d'un savoir-faire artisanal de l'atelier de Magescq, est une invitation à l'originalité. Ses rayures sophistiquées, aux coloris froids rehaussés de touches vives, sont pensées pour illuminer les tables en bois brut, en métal ou aux nuances plus sombres, créant un contraste saisissant.</p><p><strong>Avantages de la nappe Argelos :</strong></p><ul><li><strong>Design distinctif :</strong> Des rayures élégantes et des coloris audacieux pour une table pleine de caractère et de modernité.</li><li><strong>Collection capsule :</strong> Une pièce unique de la collection Automne-Hiver 2025, gage d'exclusivité et de tendance.</li><li><strong>Savoir-faire local :</strong> Fabriquée avec passion dans l'atelier de Magescq, au cœur du Sud-Ouest français.</li><li><strong>Qualité du coton :</strong> Un tissage robuste et agréable au toucher, assurant une durabilité et un confort d'usage.</li><li><strong>Adaptabilité :</strong> Disponible en plusieurs dimensions pour s'intégrer harmonieusement à toutes les configurations de table.</li></ul><p>Un véritable atout pour vos repas, reflétant l'engagement de La Gustothèque envers l'authenticité et le design.</p><h3>Le conseil de La Gustothèque</h3><p>Mettez en valeur ses motifs dynamiques en l'associant à une vaisselle unie et des bougies aux couleurs douces. Cela créera une ambiance conviviale et moderne, parfaite pour vos dîners entre amis ou en famille.</p>",ARTIGA,,TABLE,"nappe, linge de table, coton, argelos, rayures, collection capsule, automne hiver, fabrication française, magescq, table 160cm, artiga, Lagustothèque",TRUE,Taille,160 cm,,,,,ARGEN160_1492_160CM,,shopify,0,deny,manual,115.00,,TRUE,TRUE,3661842475622,https://www.artiga.fr/8031-medium_default/nappe-en-coton-argelos.jpg,1,"Nappe en coton Argelos à rayures multicolores, collection Automne-Hiver 2025",FALSE,Nappe Coton Argelos 160cm - Rayures Élégantes - Collection Hiver ARTIGA,"Sublimez votre table avec la nappe Argelos, une création Artiga de notre collection capsule Automne-Hiver 2025. Avec ses rayures élégantes et son savoir-faire artisanal de Magescq, elle apporte esthétique et qualité. Idéale pour une table de 160 cm.",4143,,,,,,,kg,,,,,,,,,active,La Gustothèque,0,
3661842475622,Nappe Argelos - Collection Automne-Hiver - ARTIGA,"<p>Chaque pièce choisie par La Gustothèque est le fruit d'une recherche d'excellence et d'un coup de cœur. La nappe Argelos, issue d'une collection capsule exclusive, incarne parfaitement cet esprit, apportant un caractère unique à votre table.</p><p>Cette nappe en coton pur, fruit d'un savoir-faire artisanal de l'atelier de Magescq, est une invitation à l'originalité. Ses rayures sophistiquées, aux coloris froids rehaussés de touches vives, sont pensées pour illuminer les tables en bois brut, en métal ou aux nuances plus sombres, créant un contraste saisissant.</p><p><strong>Avantages de la nappe Argelos :</strong></p><ul><li><strong>Design distinctif :</strong> Des rayures élégantes et des coloris audacieux pour une table pleine de caractère et de modernité.</li><li><strong>Collection capsule :</strong> Une pièce unique de la collection Automne-Hiver 2025, gage d'exclusivité et de tendance.</li><li><strong>Savoir-faire local :</strong> Fabriquée avec passion dans l'atelier de Magescq, au cœur du Sud-Ouest français.</li><li><strong>Qualité du coton :</strong> Un tissage robuste et agréable au toucher, assurant une durabilité et un confort d'usage.</li><li><strong>Adaptabilité :</strong> Disponible en plusieurs dimensions pour s'intégrer harmonieusement à toutes les configurations de table.</li></ul><p>Un véritable atout pour vos repas, reflétant l'engagement de La Gustothèque envers l'authenticité et le design.</p><h3>Le conseil de La Gustothèque</h3><p>Mettez en valeur ses motifs dynamiques en l'associant à une vaisselle unie et des bougies aux couleurs douces. Cela créera une ambiance conviviale et moderne, parfaite pour vos dîners entre amis ou en famille.</p>",,,,"nappe, linge de table, coton, argelos, rayures, collection capsule, automne hiver, fabrication française, magescq, table 160cm, artiga, Lagustothèque",,,,,,,,,,,,,,,,,,,https://www.artiga.fr/8032-medium_default/nappe-en-coton-argelos.jpg,2,"Nappe en coton Argelos à rayures multicolores, collection Automne-Hiver 2025",,Nappe Coton Argelos 160cm - Rayures Élégantes - Collection Hiver ARTIGA,"Sublimez votre table avec la nappe Argelos, une création Artiga de notre collection capsule Automne-Hiver 2025. Avec ses rayures élégantes et son savoir-faire artisanal de Magescq, elle apporte esthétique et qualité. Idéale pour une table de 160 cm.",4143,,,,,,,,,,,,,,,,,,,
3661842475622,Nappe Argelos - Collection Automne-Hiver - ARTIGA,"<p>Chaque pièce choisie par La Gustothèque est le fruit d'une recherche d'excellence et d'un coup de cœur. La nappe Argelos, issue d'une collection capsule exclusive, incarne parfaitement cet esprit, apportant un caractère unique à votre table.</p><p>Cette nappe en coton pur, fruit d'un savoir-faire artisanal de l'atelier de Magescq, est une invitation à l'originalité. Ses rayures sophistiquées, aux coloris froids rehaussés de touches vives, sont pensées pour illuminer les tables en bois brut, en métal ou aux nuances plus sombres, créant un contraste saisissant.</p><p><strong>Avantages de la nappe Argelos :</strong></p><ul><li><strong>Design distinctif :</strong> Des rayures élégantes et des coloris audacieux pour une table pleine de caractère et de modernité.</li><li><strong>Collection capsule :</strong> Une pièce unique de la collection Automne-Hiver 2025, gage d'exclusivité et de tendance.</li><li><strong>Savoir-faire local :</strong> Fabriquée avec passion dans l'atelier de Magescq, au cœur du Sud-Ouest français.</li><li><strong>Qualité du coton :</strong> Un tissage robuste et agréable au toucher, assurant une durabilité et un confort d'usage.</li><li><strong>Adaptabilité :</strong> Disponible en plusieurs dimensions pour s'intégrer harmonieusement à toutes les configurations de table.</li></ul><p>Un véritable atout pour vos repas, reflétant l'engagement de La Gustothèque envers l'authenticité et le design.</p><h3>Le conseil de La Gustothèque</h3><p>Mettez en valeur ses motifs dynamiques en l'associant à une vaisselle unie et des bougies aux couleurs douces. Cela créera une ambiance conviviale et moderne, parfaite pour vos dîners entre amis ou en famille.</p>",,,,"nappe, linge de table, coton, argelos, rayures, collection capsule, automne hiver, fabrication française, magescq, table 160cm, artiga, Lagustothèque",,,,,,,,,,,,,,,,,,,https://www.artiga.fr/8033-medium_default/nappe-en-coton-argelos.jpg,3,"Nappe en coton Argelos à rayures multicolores, collection Automne-Hiver 2025",,Nappe Coton Argelos 160cm - Rayures Élégantes - Collection Hiver ARTIGA,"Sublimez votre table avec la nappe Argelos, une création Artiga de notre collection capsule Automne-Hiver 2025. Avec ses rayures élégantes et son savoir-faire artisanal de Magescq, elle apporte esthétique et qualité. Idéale pour une table de 160 cm.",4143,,,,,,,,,,,,,,,,,,,
3661842475622,Nappe Argelos - Collection Automne-Hiver - ARTIGA,"<p>Chaque pièce choisie par La Gustothèque est le fruit d'une recherche d'excellence et d'un coup de cœur. La nappe Argelos, issue d'une collection capsule exclusive, incarne parfaitement cet esprit, apportant un caractère unique à votre table.</p><p>Cette nappe en coton pur, fruit d'un savoir-faire artisanal de l'atelier de Magescq, est une invitation à l'originalité. Ses rayures sophistiquées, aux coloris froids rehaussés de touches vives, sont pensées pour illuminer les tables en bois brut, en métal ou aux nuances plus sombres, créant un contraste saisissant.</p><p><strong>Avantages de la nappe Argelos :</strong></p><ul><li><strong>Design distinctif :</strong> Des rayures élégantes et des coloris audacieux pour une table pleine de caractère et de modernité.</li><li><strong>Collection capsule :</strong> Une pièce unique de la collection Automne-Hiver 2025, gage d'exclusivité et de tendance.</li><li><strong>Savoir-faire local :</strong> Fabriquée avec passion dans l'atelier de Magescq, au cœur du Sud-Ouest français.</li><li><strong>Qualité du coton :</strong> Un tissage robuste et agréable au toucher, assurant une durabilité et un confort d'usage.</li><li><strong>Adaptabilité :</strong> Disponible en plusieurs dimensions pour s'intégrer harmonieusement à toutes les configurations de table.</li></ul><p>Un véritable atout pour vos repas, reflétant l'engagement de La Gustothèque envers l'authenticité et le design.</p><h3>Le conseil de La Gustothèque</h3><p>Mettez en valeur ses motifs dynamiques en l'associant à une vaisselle unie et des bougies aux couleurs douces. Cela créera une ambiance conviviale et moderne, parfaite pour vos dîners entre amis ou en famille.</p>",,,,"nappe, linge de table, coton, argelos, rayures, collection capsule, automne hiver, fabrication française, magescq, table 160cm, artiga, Lagustothèque",,,,,,,,,,,,,,,,,,,https://www.artiga.fr/8034-medium_default/nappe-en-coton-argelos.jpg,4,"Nappe en coton Argelos à rayures multicolores, collection Automne-Hiver 2025",,Nappe Coton Argelos 160cm - Rayures Élégantes - Collection Hiver ARTIGA,"Sublimez votre table avec la nappe Argelos, une création Artiga de notre collection capsule Automne-Hiver 2025. Avec ses rayures élégantes et son savoir-faire artisanal de Magescq, elle apporte esthétique et qualité. Idéale pour une table de 160 cm.",4143,,,,,,,,,,,,,,,,,,,
3661842475622,Nappe Argelos - Collection Automne-Hiver - ARTIGA,"<p>Chaque pièce choisie par La Gustothèque est le fruit d'une recherche d'excellence et d'un coup de cœur. La nappe Argelos, issue d'une collection capsule exclusive, incarne parfaitement cet esprit, apportant un caractère unique à votre table.</p><p>Cette nappe en coton pur, fruit d'un savoir-faire artisanal de l'atelier de Magescq, est une invitation à l'originalité. Ses rayures sophistiquées, aux coloris froids rehaussés de touches vives, sont pensées pour illuminer les tables en bois brut, en métal ou aux nuances plus sombres, créant un contraste saisissant.</p><p><strong>Avantages de la nappe Argelos :</strong></p><ul><li><strong>Design distinctif :</strong> Des rayures élégantes et des coloris audacieux pour une table pleine de caractère et de modernité.</li><li><strong>Collection capsule :</strong> Une pièce unique de la collection Automne-Hiver 2025, gage d'exclusivité et de tendance.</li><li><strong>Savoir-faire local :</strong> Fabriquée avec passion dans l'atelier de Magescq, au cœur du Sud-Ouest français.</li><li><strong>Qualité du coton :</strong> Un tissage robuste et agréable au toucher, assurant une durabilité et un confort d'usage.</li><li><strong>Adaptabilité :</strong> Disponible en plusieurs dimensions pour s'intégrer harmonieusement à toutes les configurations de table.</li></ul><p>Un véritable atout pour vos repas, reflétant l'engagement de La Gustothèque envers l'authenticité et le design.</p><h3>Le conseil de La Gustothèque</h3><p>Mettez en valeur ses motifs dynamiques en l'associant à une vaisselle unie et des bougies aux couleurs douces. Cela créera une ambiance conviviale et moderne, parfaite pour vos dîners entre amis ou en famille.</p>",,,,"nappe, linge de table, coton, argelos, rayures, collection capsule, automne hiver, fabrication française, magescq, table 160cm, artiga, Lagustothèque",,,,,,,,,,,,,,,,,,,https://www.artiga.fr/8035-medium_default/nappe-en-coton-argelos.jpg,5,"Nappe en coton Argelos à rayures multicolores, collection Automne-Hiver 2025",,Nappe Coton Argelos 160cm - Rayures Élégantes - Collection Hiver ARTIGA,"Sublimez votre table avec la nappe Argelos, une création Artiga de notre collection capsule Automne-Hiver 2025. Avec ses rayures élégantes et son savoir-faire artisanal de Magescq, elle apporte esthétique et qualité. Idéale pour une table de 160 cm.",4143,,,,,,,,,,,,,,,,,,,
3661842475622,Nappe Argelos - Collection Automne-Hiver - ARTIGA,"<p>Chaque pièce choisie par La Gustothèque est le fruit d'une recherche d'excellence et d'un coup de cœur. La nappe Argelos, issue d'une collection capsule exclusive, incarne parfaitement cet esprit, apportant un caractère unique à votre table.</p><p>Cette nappe en coton pur, fruit d'un savoir-faire artisanal de l'atelier de Magescq, est une invitation à l'originalité. Ses rayures sophistiquées, aux coloris froids rehaussés de touches vives, sont pensées pour illuminer les tables en bois brut, en métal ou aux nuances plus sombres, créant un contraste saisissant.</p><p><strong>Avantages de la nappe Argelos :</strong></p><ul><li><strong>Design distinctif :</strong> Des rayures élégantes et des coloris audacieux pour une table pleine de caractère et de modernité.</li><li><strong>Collection capsule :</strong> Une pièce unique de la collection Automne-Hiver 2025, gage d'exclusivité et de tendance.</li><li><strong>Savoir-faire local :</strong> Fabriquée avec passion dans l'atelier de Magescq, au cœur du Sud-Ouest français.</li><li><strong>Qualité du coton :</strong> Un tissage robuste et agréable au toucher, assurant une durabilité et un confort d'usage.</li><li><strong>Adaptabilité :</strong> Disponible en plusieurs dimensions pour s'intégrer harmonieusement à toutes les configurations de table.</li></ul><p>Un véritable atout pour vos repas, reflétant l'engagement de La Gustothèque envers l'authenticité et le design.</p><h3>Le conseil de La Gustothèque</h3><p>Mettez en valeur ses motifs dynamiques en l'associant à une vaisselle unie et des bougies aux couleurs douces. Cela créera une ambiance conviviale et moderne, parfaite pour vos dîners entre amis ou en famille.</p>",,,,"nappe, linge de table, coton, argelos, rayures, collection capsule, automne hiver, fabrication française, magescq, table 160cm, artiga, Lagustothèque",,,,,,,,,,,,,,,,,,,https://www.artiga.fr/8036-medium_default/nappe-en-coton-argelos.jpg,6,"Nappe en coton Argelos à rayures multicolores, collection Automne-Hiver 2025",,Nappe Coton Argelos 160cm - Rayures Élégantes - Collection Hiver ARTIGA,"Sublimez votre table avec la nappe Argelos, une création Artiga de notre collection capsule Automne-Hiver 2025. Avec ses rayures élégantes et son savoir-faire artisanal de Magescq, elle apporte esthétique et qualité. Idéale pour une table de 160 cm.",4143,,,,,,,,,,,,,,,,,,,
3661842475622,Nappe Argelos - Collection Automne-Hiver - ARTIGA,"<p>Chaque pièce choisie par La Gustothèque est le fruit d'une recherche d'excellence et d'un coup de cœur. La nappe Argelos, issue d'une collection capsule exclusive, incarne parfaitement cet esprit, apportant un caractère unique à votre table.</p><p>Cette nappe en coton pur, fruit d'un savoir-faire artisanal de l'atelier de Magescq, est une invitation à l'originalité. Ses rayures sophistiquées, aux coloris froids rehaussés de touches vives, sont pensées pour illuminer les tables en bois brut, en métal ou aux nuances plus sombres, créant un contraste saisissant.</p><p><strong>Avantages de la nappe Argelos :</strong></p><ul><li><strong>Design distinctif :</strong> Des rayures élégantes et des coloris audacieux pour une table pleine de caractère et de modernité.</li><li><strong>Collection capsule :</strong> Une pièce unique de la collection Automne-Hiver 2025, gage d'exclusivité et de tendance.</li><li><strong>Savoir-faire local :</strong> Fabriquée avec passion dans l'atelier de Magescq, au cœur du Sud-Ouest français.</li><li><strong>Qualité du coton :</strong> Un tissage robuste et agréable au toucher, assurant une durabilité et un confort d'usage.</li><li><strong>Adaptabilité :</strong> Disponible en plusieurs dimensions pour s'intégrer harmonieusement à toutes les configurations de table.</li></ul><p>Un véritable atout pour vos repas, reflétant l'engagement de La Gustothèque envers l'authenticité et le design.</p><h3>Le conseil de La Gustothèque</h3><p>Mettez en valeur ses motifs dynamiques en l'associant à une vaisselle unie et des bougies aux couleurs douces. Cela créera une ambiance conviviale et moderne, parfaite pour vos dîners entre amis ou en famille.</p>",ARTIGA,,TABLE,"nappe, linge de table, coton, argelos, rayures, collection capsule, automne hiver, fabrication française, magescq, table 160cm, artiga, Lagustothèque",TRUE,Taille,200 cm,,,,,ARGEN160_1492_200CM,,shopify,0,deny,manual,129.00,,TRUE,TRUE,3661842475639,,,"Nappe en coton Argelos à rayures multicolores, collection Automne-Hiver 2025",FALSE,Nappe Coton Argelos 160cm - Rayures Élégantes - Collection Hiver ARTIGA,"Sublimez votre table avec la nappe Argelos, une création Artiga de notre collection capsule Automne-Hiver 2025. Avec ses rayures élégantes et son savoir-faire artisanal de Magescq, elle apporte esthétique et qualité. Idéale pour une table de 160 cm.",4143,,,,,,,kg,,,,,,,,,active,La Gustothèque,0,
